accessibility_service_description	Ottomatic ne s'en sert que pour détecter les appuis sur les boutons de volume, afin que tes macros puissent démarrer ainsi. Il ne lit jamais le contenu de l'écran et ne change jamais ce que font les boutons : les touches de volume continuent de fonctionner normalement.
accessibility_service_label	Déclencheurs par bouton Ottomatic
accessibility_service_summary	Permet aux macros de démarrer quand tu appuies sur les boutons de volume.
ai_add_ai_connection	Ajouter une connexion IA
ai_add_connection	Ajouter une connexion
ai_ai_connections	Connexions IA
ai_answer_briefly_and_in_plain	Réponds brièvement et en langage simple.
ai_api_key	Clé d'API
ai_api_key_paste_it_in	Clé d'API : colle-la à nouveau
ai_asking_the_model	Interrogation du modèle…
ai_back	Retour
ai_choose_a_connection	Choisir une connexion
ai_console_anthropic	la console Anthropic
ai_console_gemini	Google AI Studio
ai_console_openai	la plateforme OpenAI
ai_console_openrouter	OpenRouter
ai_cost_anthropic	Les requêtes sont facturées sur ton propre crédit Anthropic, donc une macro qui interroge l'IA chaque minute coûte de l'argent. Tu peux révoquer la clé depuis la même page à tout moment.
ai_cost_gemini	L'offre gratuite est généreuse, mais c'est ton quota : une macro qui interroge l'IA chaque minute l'épuisera. Tu peux révoquer la clé depuis la même page à tout moment.
ai_cost_openai	Les requêtes sont facturées sur ton propre compte OpenAI, donc une macro qui interroge l'IA chaque minute coûte de l'argent. Tu peux révoquer la clé depuis la même page à tout moment.
ai_cost_openrouter	Les requêtes sont facturées sur ton propre crédit OpenRouter, et le prix dépend du modèle choisi. Tu peux révoquer la clé depuis la même page à tout moment.
ai_cost_self_hosted	Les requêtes vont vers ton propre serveur et nulle part ailleurs : elles ne coûtent rien et ne quittent aucun réseau que tu contrôles. Le serveur doit être joignable chaque fois que la macro s'exécute.
ai_default_name_anthropic	Claude
ai_default_name_gemini	Gemini
ai_default_name_openai	ChatGPT
ai_default_name_openrouter	OpenRouter
ai_default_name_self_hosted	Auto-hébergé
ai_delete	Supprimer
ai_edit	Modifier
ai_edit_connection	Modifier la connexion
ai_getting_a_key	Obtenir une clé
ai_key_needs_pasting_in_again	La clé doit être collée à nouveau
ai_key_not_stored_securely	Ce téléphone ne stockerait pas la clé de façon sécurisée.
ai_leave_these_empty_to_use	Laisse ces champs vides pour utiliser les modèles du fournisseur. Renseignes-en un quand un modèle est retiré, ou pour en fixer un précis.
ai_list_models	Lister les modèles
ai_loading_models	Chargement des modèles…
ai_model_answered	Le modèle a répondu : %1$s
ai_model_balanced	Équilibré
ai_model_fast	Rapide
ai_model_thorough	Approfondi
ai_models	Modèles
ai_name	Nom
ai_name_the_model_your_server	Indique le modèle servi par ton serveur ou ton compte. Si tu ne renseignes que Rapide, les deux autres l'utiliseront aussi.
ai_new_api_key_leave_empty	Nouvelle clé d'API (laisse vide pour conserver l'actuelle)
ai_no_connections_yet_add_one	Aucune connexion pour l'instant. Ajoutes-en une pour utiliser le nœud Demander à l'IA. Il suffit d'une clé d'API gratuite de Google AI Studio : le formulaire t'accompagne pour l'obtenir et t'ouvre la page.
ai_open_console	Ouvrir %1$s
ai_paste_key	Coller la clé
ai_pointing_at_own_server	Pointer vers ton propre serveur
ai_privacy_anthropic	Les requêtes sont traitées par les serveurs d'Anthropic, donc un nœud Demander à l'IA prend un moment.
ai_privacy_gemini	Les requêtes sont traitées par les serveurs de Google, donc un nœud Demander à l'IA prend un moment.
ai_privacy_openai	Les requêtes sont traitées par les serveurs d'OpenAI, donc un nœud Demander à l'IA prend un moment.
ai_privacy_openrouter	Les requêtes passent par OpenRouter vers le fournisseur qui sert le modèle choisi, donc un nœud Demander à l'IA prend un moment.
ai_privacy_self_hosted	Les requêtes vont uniquement vers le serveur indiqué ci-dessus.
ai_provider	Fournisseur
ai_provider_anthropic	Anthropic Claude
ai_provider_gemini	Google Gemini
ai_provider_openai	OpenAI (ChatGPT)
ai_provider_openrouter	OpenRouter
ai_provider_s_default	celui du fournisseur
ai_provider_self_hosted	Auto-hébergé / compatible OpenAI
ai_save	Enregistrer
ai_save_the_connection_first_then	Enregistre d'abord la connexion, puis appuie sur Tester pour vérifier que la clé fonctionne.
ai_sent_ahead_of_every_prompt	Envoyée avant chaque requête passant par cette connexion. L'instruction propre d'un nœud Demander à l'IA s'ajoute après, elle ne la remplace pas.
ai_server_address	Adresse du serveur
ai_standing_instruction_optional	Instruction permanente (facultatif)
ai_steps_anthropic:0	Appuie sur le bouton ci-dessous. La console Anthropic s'ouvre dans ton navigateur.
ai_steps_anthropic:1	Connecte-toi, ou crée un compte si tu n'en as pas.
ai_steps_anthropic:2	Appuie sur « Create Key », donne-lui un nom et confirme.
ai_steps_anthropic:3	Copie la clé : elle n'est affichée qu'une fois, jamais plus.
ai_steps_anthropic:4	Reviens ici et appuie sur le bouton coller à côté du champ de la clé.
ai_steps_gemini:0	Appuie sur le bouton ci-dessous. Google AI Studio s'ouvre dans ton navigateur.
ai_steps_gemini:1	Connecte-toi avec ton compte Google si on te le demande.
ai_steps_gemini:2	Appuie sur « Create API key ». S'il demande quel projet utiliser, prends n'importe lequel, ou laisse-le en créer un.
ai_steps_gemini:3	Appuie sur la clé pour la copier.
ai_steps_gemini:4	Reviens ici et appuie sur le bouton coller à côté du champ de la clé.
ai_steps_openai:0	Appuie sur le bouton ci-dessous. La plateforme OpenAI s'ouvre dans ton navigateur.
ai_steps_openai:1	Connecte-toi, ou crée un compte si tu n'en as pas.
ai_steps_openai:2	Appuie sur « Create new secret key » et confirme.
ai_steps_openai:3	Copie la clé : elle n'est affichée qu'une fois, jamais plus.
ai_steps_openai:4	Reviens ici et appuie sur le bouton coller à côté du champ de la clé.
ai_steps_openrouter:0	Appuie sur le bouton ci-dessous. OpenRouter s'ouvre dans ton navigateur.
ai_steps_openrouter:1	Connecte-toi, ou crée un compte si tu n'en as pas.
ai_steps_openrouter:2	Appuie sur « Create Key » et confirme.
ai_steps_openrouter:3	Copie la clé, puis reviens ici et appuie sur le bouton coller.
ai_steps_openrouter:4	Charge la liste des modèles ci-dessous et choisis quel modèle utilise chaque niveau de vitesse.
