accessibility_service_description	Ottomatic 仅用它来检测音量键的按下，好让你的宏可以借此启动。它从不读取屏幕内容，也从不改变按键原本的功能：音量键仍照常工作。
accessibility_service_label	Ottomatic 按键触发器
accessibility_service_summary	让宏在你按下音量键时启动。
ai_add_ai_connection	添加 AI 连接
ai_add_connection	添加连接
ai_ai_connections	AI 连接
ai_answer_briefly_and_in_plain	请简短作答，用平实的语言。
ai_api_key	API 密钥
ai_api_key_paste_it_in	API 密钥——请重新粘贴
ai_asking_the_model	正在询问模型…
ai_back	返回
ai_choose_a_connection	选择连接
ai_console_anthropic	Anthropic 控制台
ai_console_gemini	Google AI Studio
ai_console_openai	OpenAI 平台
ai_console_openrouter	OpenRouter
ai_cost_anthropic	请求会从你自己的 Anthropic 余额扣费，所以一个每分钟都询问 AI 的宏是要花钱的。你随时可以在同一页面吊销密钥。
ai_cost_gemini	免费额度很充裕，但那是你的额度：一个每分钟都询问 AI 的宏会把它用完。你随时可以在同一页面吊销密钥。
ai_cost_openai	请求会从你自己的 OpenAI 账户扣费，所以一个每分钟都询问 AI 的宏是要花钱的。你随时可以在同一页面吊销密钥。
ai_cost_openrouter	请求会从你自己的 OpenRouter 余额扣费，价格取决于你选择的模型。你随时可以在同一页面吊销密钥。
ai_cost_self_hosted	请求只发往你自己的服务器，不会去别处，因此不花钱，也不会离开你掌控的网络。宏运行时服务器必须可访问。
ai_default_name_anthropic	Claude
ai_default_name_gemini	Gemini
ai_default_name_openai	ChatGPT
ai_default_name_openrouter	OpenRouter
ai_default_name_self_hosted	自建
ai_delete	删除
ai_edit	编辑
ai_edit_connection	编辑连接
ai_getting_a_key	获取密钥
ai_key_needs_pasting_in_again	密钥需要重新粘贴
ai_key_not_stored_securely	此手机无法安全地保存该密钥。
ai_leave_these_empty_to_use	留空则使用服务商自己的模型。当某个模型下线，或你想固定使用某一个时，再填写其中一项。
ai_list_models	列出模型
ai_loading_models	正在加载模型…
ai_model_answered	模型回答：%1$s
ai_model_balanced	均衡
ai_model_fast	快速
ai_model_thorough	深入
ai_models	模型
ai_name	名称
ai_name_the_model_your_server	填写你的服务器或账户所提供的模型。如果只填“快速”，另外两档也会使用它。
ai_new_api_key_leave_empty	新的 API 密钥（留空则保留当前密钥）
ai_no_connections_yet_add_one	还没有连接。添加一个即可使用“询问 AI”节点。只需一个来自 Google AI Studio 的免费 API 密钥——表单会一步步带你获取，并替你打开页面。
ai_open_console	打开 %1$s
ai_paste_key	粘贴密钥
